School Name,Mobile Number,Telephone Number,Address
"Abhisar Public School in Tt Nagar, Bhopal",9826081041,,"751,752, Abhisar Bhavan, Science Center Road, Banganga Slums, North, Tt Nagar, Bhopal - 462003"
"Deniyat Fadha Madarsa in Azad Market, Bhopal",,755-2731134,"House No. 793 Indra Nagar, Teela Jamal Pura Road, Azad Market, Bhopal - 462001, Near Indra Nagar Sulabh Complex"
"Noble Public School in Berasia Road, Bhopal",9329993336,,"11, Rambha Nagar, Dig Bunglow, Berasia Road, Bhopal - 462001, Near Masjid"
"Suntop Foundation School in Jahangirabad, Bhopal",8085422769,,"Chiklod Road, Baba Farid Gali, Maddaf Pura, Farid Manzil, Pratap Nagar, Jahangirabad, Bhopal - 462008"
"Holy Iqra Public School in Aish Bagh, Bhopal",7869371314,,"137 Naveen Nagar, Aish Bagh, Bhopal - 462010, In Front Of Bombay Becry"
"West Wind Kindergarten School in Shamla Hills, Bhopal",,755-2661052,"C/O Balbhavan School Shamla Kothi Annexe, Shamla Hills, Bhopal - 462013"
"Mother Convent School in Bhopal Gpo, Bhopal",,755-2730104,"Power House Road, Bhopal Gpo, Bhopal - 462001, Opposite Railway Station, Bajaria"
"Rishikul Public School in Pushpa Nagar, Bhopal",9752202008,,"Shri Hari Campus, Ashoka Garden Road, Pushpa Nagar, Bhopal - 462010, Near Sai Mandir"
"Nalanda Public H.s. School in Bhopal Gpo, Bhopal",9826306301,,"E-3 Arera Colony Bhopal, Bhopal Gpo, Bhopal - 462001, near 10 no bus stop, Behind Chappan Bhog Resta"
"Reliable Ideal Higher Secondary School in Govindpura, Bhopal",9893524416,,"107, Ashok Vihar, Post Office, Govindpura, Bhopal - 462023, Ashoka Garden"
"Nilayam High School in Govindpura, Bhopal",,755-2601036,"N/1, Govindpura, Bhopal - 462023, Sector A,Bhel"
"Vidya Bharti Higher Secondary School in Chola Road, Bhopal",,755-2730474,"Navjivan Colony, Chola Road, Bhopal - 462001, Bh Dashera Ground"
"Mgm Co Education English Medium School in Canaan Garden,Amravad Khurd, Bhopal",,755-2600294,"60 Ashoka Garden, Bhopal - 462001, Canaan Garden,Amravad Khurd"
"Chhatrasal Public School in Chhatrasal Nagar, Bhopal",2752581,,"Phase 2, Bhopal - 462001, Chhatrasal Nagar"
"Rajiv Memorial Higher Secondary School in Bhopal Gpo, Bhopal",,755-2732679,"Navjeevan Colony, Bhopal Gpo, Bhopal - 462001, Chola Dhashra Ground"
"Saraswati Gyan Mandir School in Bhopal Gpo, Bhopal",9826031554,,"H.No.75, Risaldar Colony Chhola Bhopal, Bhopal Gpo, Bhopal - 462001, Near Bhopal Gym"
"London Kids Pre School Rohit Nagar Gulmohar in Gulmohar Colony, Bhopal",9926263182,,"Main Road Near Extol College, Rohit Nagar, Gulmohar Colony, bhopal - 462039, Near Shahpura Thana"
"Anand Vidhya Mandir Higher Secondary School in Jahangirabad, Bhopal",,755-4281991,"State Bank Colony, Jahangirabad, Bhopal - 462008, Near Rahul Ahamad Siddique Hospital"
"Mount Convent School in Barkhedi, Bhopal",9425020484,,"Barkhedi, Bhopal - 462008, Galamandi"
"D A V Mahavidhyalaya in Ctt Nagar, Bhopal",,755-2779591,"Ctt Nagar, Bhopal - 462003, Opp Katju Hospital,"
"St Stephens English School in Panchsheel Nagar, Bhopal",,755-2578018,"42, Panchsheel Nagar, Bhopal - 462003"
"Annie Besant School in Tt Nagar, Bhopal",,755-4281500,"House No 64 A, Ambedkar Nagar, Tt Nagar, Bhopal - 462003, Near P&T Chouraha, Opposite Geetanjali Complex"
"Christ Memorial H.S.School in Bhopal Gpo, Bhopal",9425375413,,"Main Road Bairagarh, Dist. Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"Sant Kabir DAS Memorial School in Bhopal Gpo, Bhopal",9301112122,,"Arjun Ward, Gandhi Nagar, Dist. Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"Kamla Nehru Balika Ashram in Bhopal Gpo, Bhopal",9754736606,,"Purana RTO Office Putlighar, Shahjahanbad Bhopal, Bhopal Gpo, Bhopal - 462001"
"Jahangirabad Girls   Government Higher Secondary School in Bhopal Gpo, Bhopal",9893283773,,"10, Sabji Mandi Road, Bhopal Gpo, Bhopal - 462001, Bhopal"
"Civil Department Manit in , Bhopal",9111648595,,"Maulana Azad National Institute Of Technology, Bhopal - 462007"
"Bloom Preschool in Jahangirabad, Bhopal",,755-4294815,"H No 1, Jahangirabad, Bhopal - 462008, Near Filter Plant, Opposite Lower Lake"
"Bairagarh Boys  Government Higher Secondary School in IDGAH Hills, Bhopal",9424456788,,"24, Main Chouraha, IDGAH Hills, Bhopal - 462001, Bhopal"
"Anand Nagar Government High School in Bhopal Gpo, Bhopal",9425649993,,"33, Galla Mandi, Bhopal Gpo, Bhopal - 462001, Parisad"
"Easy Education in Lalghati, Bhopal",9755559262,,"Himanshu Tower, 503 Humanshu Tower,Gufha Mandir Road, Lalghati, Bhopal - 462030, Near Care Well Hospital"
"Happy Hours School in Shahajanabad, Bhopal",9425012767,,"Opp. Old Civil Court, Shahjahanabad, Bara Mahal, Shahajanabad, Bhopal - 462001, Distt. Bhopal"
"Brcc Or Brc Office In Chandrashekhar School in Tt Nagar, Bhopal",,755-4008647,"Dussera Maidan, North, Tt Nagar, Bhopal - 462003"
"Azad Public School in Kolar Road, Bhopal",,755-2492089,"Plot C 128, Colony Road, Kolar Road, Bhopal - 462042, Bheema Kunj"
"ABC School in Barkhedi, Bhopal",9893990709,,"Barkhedi, Bhopal - 462008"
"Littlestar Convent School in Aish Bagh, Bhopal",9827242491,,"AS/127, Indira Colony,, Aish Bagh, Bhopal - 462010, Near Durga Mandir, Bag Umrao Zula"
"G B Pant HR Sec School in Ashoka Garden, Bhopal",9179413150,,"Ashoka Garden, Bhopal - 462023, Behind Police Station Chauki,Swadesh Nagar"
"School Of Good Governes & Policy Aynalies in Arera Colony, Bhopal",,755-2570218,"C/403/59,Chatrut Manzil,Narmadha Bhavan, Arera Colony, BHOPAL - 462016"
"Career Chrome in M P Nagar, Bhopal",7898950173,,"Plot No 147, Second Floor, Zone II,, M P Nagar, Bhopal - 462011, Near Sudarshan Hotel"
"Model Higher Secondary in Shahajanabad, Bhopal",,755-2531347,"Shahajanabad, Bhopal - 462001, Shahajahanabad"
"Govt Hamidia Girls Higher Secondaryy in , Bhopal",2534447,,"Fateh Garh, Bhopal - 462001"
"Glorious H.s School in Jahangirabad, Bhopal",9993673770,,"37, Jail Road, Jahangirabad, Bhopal - 462008"
"Karma HS School in Ghora Nakkas, Bhopal",,755-2536471,"MAA karma devi marg, Ghora Nakkas, Bhopal - 462001"
"CM Convent School in Tt Nagar, Bhopal",9893479103,,"Harshwardhan Complex, J196, 45, Number 2, Mata Mandir Chouraha, Link Road, Tt Nagar, Bhopal - 462003"
"Sewa Vidya Mandir Campus in Govindpura, Bhopal",,755-2584236,"02 Lig, Bharati Niketan, Govindpura, Bhopal - 462023"
"Sarswati Shishu Mandir H. S.S. Piplani in Bhopal Gpo, Bhopal",8889756226,,"Sarswati Vvidya Mandir A Secter Pipalani Bhel, Dist. Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"New Eastern Saint School in Berasia Road, Bhopal",9893730387,,"5/C, Bapna Colony, Berasia Road, Bhopal - 462001, Congress Nagar"
"Model Shahjahanabad   Government Higher Secondary School in Bhopal Gpo, Bhopal",9754804836,,"21, Main Chouraha, Bhopal Gpo, Bhopal - 462001, Bhopal"
"V S Public School in IDGAH Hills, Bhopal",,755-2679754,"306, Coach Factory Road, IDGAH Hills, Bhopal - 462001, Dwarka Nagar, Prabhu Nagar"
"West Central Railway Social Welfare Centre in West Railway Colony, Bhopal",,755-2745357,"Bhopal - 462011, West Railway Colony"
"Jahangiriya School in Ibrahimpura, Bhopal",9406952954,,"73, Talaiya, Talaiya Road, Ibrahimpura, Bhopal - 462001"
"Madhya Pradesh Sanskruit Board in Tulsi Nagar, Bhopal",,755-2576296,"Tulsi Nagar, Bhopal - 462003"
"S C B Convent School in Qazi Camp, Bhopal",9826224463,,"Congress Nagar,Gali No 2, Qazi Camp, Bhopal - 462001, Qazi Camp"
"Roseal Public School in Shymala Hills, Bhopal",,755-2739908,"43 Civil Lines, Shymala Hills, Bhopal - 462013"
"Pracharya Jyoti Niketan High School in Khujri Kalla, Bhopal",,755-2685879,"Bhopal - 462001, Khujri Kalla"
"Little Flower Co Education School in Saket Nagar, Bhopal",,755-4275213,"2 A, Saket Nagar, Bhopal - 462024, Near 7 No Bus Stop"
"Excellent School in Kasturba Nagar, Bhopal",,755-2601041,"Shop No 114, Kusturba Nagar Chetar, Kasturba Nagar, Bhopal - 462024, Kusturba Nagar Chetar"
"Indira Priyadarshini School in Shahajanabad, Bhopal",,755-4242220,"16 Old Green Mkt, Shahajanabad, Bhopal - 462001, Shahjahanabad"
"Blue Bells School in Aish Bagh, Bhopal",8839278086,,"Junior MIG 218 Housing Board Colony, Aish Bagh, Bhopal - 462010, Near Khalid Bhai Dairy and Fatima Bee Masjid"
"G B Panth Higher Secondary School in Itwara, Bhopal",9977803315,,"Itwara Road, Itwara, Bhopal - 462001, near centre laibrabry road"
"Scholars Academy H.s.school in Bhopal Gpo, Bhopal",,755-2542122,"Hameed Manzil,, Sultaniya Road, Bhopal, Bhopal Gpo, Bhopal - 462001"
"Maple Public School in Bhopal Gpo, Bhopal",7898213439,,"27/28 Aman Bai Colony Aishbag Bhopal, Bhopal Gpo, Bhopal - 462001"
"Chitransh K.d. Memorial H.s. School in Ashoka Garden, Bhopal",9630130051,,"B-8 Subhash Colony, Subhash Nagar, Ashoka Garden, Bhopal - 462023, Near Church"
"Sultania Girls Higher Secondary School in Shahajanabad, Bhopal",,755-2536048,"Shahajanabad, Bhopal - 462001"
"Ustad Allauddin Khan Sangeet Academy in Bhopal Gpo, Bhopal",,755-2553782,"Bhopal Gpo, Bhopal - 462001, Sanskrit Bhavan, Banganga"
"Kolar Sanskrit Vidyalay in Bhopal Gpo, Bhopal",9907813283,,"29-B, Sainath Colony, Mahabali Nagar,, Kolar Road, Bhopal.(M.P .), Bhopal Gpo, Bhopal - 462001"
"Raman Memorial Mountesary High School in Jahangirabad, Bhopal",,755-2559009,"Jahangirabad, Bhopal - 462008, Opp CID"
"Creative Convent Higher Secondary School in Hoshangabad Road, Bhopal",9827711553,,"Hoshangabad Road, Bhopal - 462011, Opposite Gandhi College, Danish Nagar"
"Rukmini Devi Public School in Hamidia Road, Bhopal",8871028886,,"Airport Rd, Data  Colony,, 462001, Hamidia Road, Bhopal - 462001"
"New Morden Cambridge School in Bhopal Gpo, Bhopal",9893437028,,"Anand Nagar, Dist. Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"Mithi Gobindram Public School in Ram Nagar, Bhopal",2220485,,"Sant Hirdaram Nagar, Ram Nagar, Bhopal - 462001"
"Tender Care in Kohe Fiza, Bhopal",,755-2542021,"7, VIP Road, Kohe Fiza, Bhopal - 462001"
"Bombay International School in Kohe Fiza, Bhopal",,755-4253555,"B 34, Housing Board Colony, Kohe Fiza, Bhopal - 462001, Opposite to Rasul Ahmed Siddiqui Garden"
"New J S Convent School in Kolar Road, Bhopal",9893014134,,"M4, Banjari Colony, Kolar Road, Bhopal - 462042, Near Bimakunj and Band Of Baroda"
"Nirmal High School in Lambakheda, Bhopal",9826016399,,"Lambakheda, Bhopal - 462038, Near Lambakheda"
"Prerna Kiran Public School in Gandhinagar, Bhopal",8109029686,,"Gram Pipalner, Gandhinagar, Bhopal - 462036, Near Rishi Dental College & Airport"
"Spring Dales Foundation School in Barkhedi, Bhopal",,755-2760404,"Barkhedi, Bhopal - 462008, Near Dmart"
"A.B.M H.S School in , Bhopal",,755-2756870,"80-81 Lala Lajpat RAI Colony Bagh Dilkusha, Raisen Road, Bhopal - 462011"
"Joseph Convent School in Jinsi, Bhopal",9993417388,,"27, Jinsi, Bhopal - 462008, Nr Jailbagh Gate,Momeanpur"
"Govt. Primary School Ginnori in Talliya, Bhopal",9893459362,,"Haathikhana Ginnori, Talaiya, Talaiya Road, Talliya, Bhopal - 462001"
"Sunrise Public School in Tt Nagar, Bhopal",8817981215,,"Brts Corridor, Roshanpura Slums, Tt Nagar, Bhopal - 462003"
"Hilton School in Aish Bagh, Bhopal",,755-2750438,"15 MIG Aish Bagh Stadium, Aish Bagh, Bhopal - 462010"
"Wonder International School in Hoshangabad Road, Bhopal",9713483266,,"Sector-C Rajat Vihar Colony, Hoshangabad Road, Hoshangabad Road, Bhopal - 462011, Near Ashima Mall"
"Public Royal Higher Secondary School in Retghat, Bhopal",,755-2537817,"Shri Janki Kuti Parisar, Gali 2, Retghat, Bhopal - 462001, Near Chowki Talliya"
"Station Area Girls Government Higher Secondary School in Lakherapura, Bhopal",No Number!,,"24, Main Road, Lakherapura, Bhopal - 462001, Bhopal"
"School Of Excellence in Aish Bagh, Bhopal",9981692675,,"A-357, Aish Bagh Stadium,, H.B. Colony, Bhopal, Aish Bagh, Bhopal - 462010"
"St. Andrews School in Ibrahimpura, Bhopal",,755-2545846,"Marwari Road, Ibrahimpura, Bhopal - 462001, Opp Dhangira School"
"Power Music Band in Itwara, Bhopal",No Number!,,"Jain Mandir Road, Itwara, Bhopal - 462001, Opposite Water Tank"
"Alpha Daycare & Play School in Khushbu Park, Bhopal",9039803526,,"62/A, Civil Lines, Bhopal - 462013, Khushbu Park"
"Reliable Hr Sec School in Pushpa Nagar, Bhopal",9893502796,,"1/1, Pushpa Nagar, Bhopal - 462010, 80 Feet Road"
"Gyan Jyoti Academy Higher Secondary School in Hoshangabad Road, Bhopal",9827360919,,"P-39, Divya Jyoti Colony, Hoshangabad Road, Bhopal - 462011, Near Indus Towne, Ratanpur, Misrod"
"Mgm Co-Ed School in Bhopal Gpo, Bhopal",9479907120,,"60, Ashoka Garden, Govindpura,, Dist. Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"Bal Bhartii H S School in , Bhopal",9685103605,,"Mpeb Colony, Sikandari Saray, Bhopal - 462010"
"Sun Rays School in Subhash Nagar, Bhopal",9993803540,,"6/8 Old Subhash Nagar Colony, Subhash Nagar, Bhopal - 462023, Opposite Shiv Mandir"
"Maharishi Vidya Mandir in Raisen, Bhopal",,755-2750757,"101, Raisen, Bhopal - 462023, Kalpana Nagar,Piplani"
"Emerald School in Indrapuri, Bhopal",9826939250,,"92 B, Indrapuri, Bhopal - 462023"
"Sarswati GYAN Mandir HIGH School Shamgarh in YES, Bhopal",,755-4555555,"4, Raichand Road, Bhopal - 462001, YES"
"M H K Vocational Higher Secondary School in Peergate, Bhopal",,755-2539723,"Rafiqia School, Peergate, Bhopal - 462001, Noor Mahal"
"St Peters Mar Thomas School in Govindpura, Bhopal",,755-4261345,"Subhash Nagar, Govindpura, Bhopal - 462023, Opposite Mehta Market"
"Bright Star Public School in Chandbad, Bhopal",8989236795,,"H. No. 20 Ambika Bhavan F 1 Kapda Mill Ki Chal Chandbad Chandbarh Ashoka Garden, Chandbad, Bhopal - 462010"
"Modern Montessori High School in Chandbad, Bhopal",,755-2750099,"80 Feet Road,  Hinotiya, Chandbad, Bhopal - 462010, In Front Of Shri Hari Marriage Hall,"
"Govt Kasturba Higher Secondary School in Tt Nagar, Bhopal",,755-2776735,"Tt Nagar, Bhopal - 462003"
"Saurabh Initial Convent School in Bhopal Gpo, Bhopal",8120927592,,"Bhopal Gpo, Bhopal - 462001"
"Siddarth Public School in Bhopal Gpo, Bhopal",9993778894,,"Gehunkheda, Kolar Road, Bhopal, Vandna Nagar, Bhopal Gpo, Bhopal - 462001"
"Prajwalit Vidhyalay in Bhopal Gpo, Bhopal",9827565114,,"Barela Gaon Lalghati Bhopal Mp, Bhopal Gpo, Bhopal - 462001, Near Sai Mandir"
"St Geevarghese Convent School in Bhopal Gpo, Bhopal",9755500380,,"4, Ravishankar Nagar, Bhopal, Bhopal Gpo, Bhopal - 462001"
"St. George Co-Ed Sr. Sec. School in Bhopal Gpo, Bhopal",9425660539,,"Opposite Bmhrc, Navibagh, Karond, Bhopal, Bhopal Gpo, Bhopal - 462001"
"Nutan Higher Secondary School in Bhopal Gpo, Bhopal",9826095209,,"Maszid Noor Ke Samne, Resaldar Colony, Chhola,, Bhopal Gpo, Bhopal - 462001, Distt. Bhopal Mp"
"Golden Future Convent School in Bhopal Gpo, Bhopal",9981697941,,"Shiv Nagar Colony , Vidisha Road ,, Bhanpur Bhopal, Bhopal Gpo, Bhopal - 462001"
"National English Middle School in Bhopal Gpo, Bhopal",9754747032,,"10, Jinsi Road, Jehangirabad, Bhopal, Bhopal Gpo, Bhopal - 462001, near bad wali masjid"
"Rajeshwari Vidhya Niketan in Bhopal Gpo, Bhopal",9713601831,,"Kolua Kalan Govindpura Bhopal, Bhopal Gpo, Bhopal - 462001"
"Ideal HR Sec. School in Govindpura, Bhopal",,755-2592469,"6, Panjabi Bagh, Govindpura, Bhopal - 462023"
"Icfai Business School in Above Cooling Zone, Near Divya Steel, Bhopal",9755004987,,"Plot No 8 2nd Floor, Zone 1, Maharana Pratap Nagar, Bhopal - 462023, Above Cooling Zone, Near Divya Steel"
"Phulwari Kinder Garten School in Gautam Nagar, Bhopal",9425608626,,"Lig, Housing Board Colony, Gautam Nagar, Bhopal - 462023"
"Mordish Public School in Valapattanam, Bhopal",7354523611,,"Categorised Market, Cholla Road, Valapattanam, Bhopal - 462001"
"Rose Convent High School in Arera Colony, Bhopal",,755-2560997,"J 213,Janata Quaters E 6, Arera Colony, Bhopal - 462016, Backside Asha Niketan"
"Geetanjali Public High School in Subhash Nagar, Bhopal",,755-4281028,"B/32,Dr Ambedkar Colony, Subhash Nagar, Bhopal - 462023"
"New ST Joseph Kinder Garten School in Berasia Road, Bhopal",9826278332,,"Sindhi Colony, Berasia Road, Bhopal - 462001, Opposite Reliance Fresh,"
"Red Rose School in Fanda, Bhopal",9425000989,,"Lambakheda, Berasia Road, Bhopal, Fanda, Bhopal - 462030"
"Pracharya Vikram Bal Vihar School in Ashoka Garden, Bhopal",,755-4226181,"139, Ashok Vihar Colony, Ashoka Garden, Bhopal - 462023, Near Durga Mandir, Ashoka Garden"
"Swapnil Convent Middle School in Chandbad, Bhopal",9754846033,,"House No.83,Semra Kalan, Chandbad Station Road, Chandbad, Bhopal - 462010, Near New Rajeev Nagar"
"Shemrock Green Fields in Imami Gate, Bhopal",9893139498,,"New Colony, Sehore, Astha, Kannod Road, Imami Gate, Bhopal - 462001"
"Bharatiya Vidya Bhavans Public School in Opp All India Radio, Bhopal",No Number!,,"Plot No 41/42, Bhopal - 462013, Opp All India Radio"
"Vidhya Bharti Higher Secondary School in Kotra, Bhopal",,755-2746379,"Coach Factory Road Gali No 7, Kotra, Bhopal - 462003, Dwarka Nagar"
"Blue Bird School in Idgah Hills, Bhopal",No Number!,,"39, Ridge Rd, Idgah Hills, Bhopal - 462001, Idgah Hill"
"Sharda Vidya Mandir in Bhopal Gpo, Bhopal",9827202338,,"Barkhedi Kalan ,Ratibad Road,, Dist. Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"Pran Baldev Bhandari Sewa Vidya Mandir in Bhopal Gpo, Bhopal",9425004549,,"Kailash Nagar, Bhel, Govindpura,, Dist. Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"A&P International School in Bhopal Gpo, Bhopal",9302742924,,"36, 37 Karamveer Nagar, Near Indrapuri Nizamuddin, Bhopal Gpo, Bhopal - 462001, New By Pass Road Bhel"
"J.P. Convent School in Bhopal Gpo, Bhopal",7509826124,,"H.No. 25 Love Kush Nagar,, Karariya Chandward,, Bhopal Gpo, Bhopal - 462001, Distt. Bhopal (M.P .)"
"Jain Public School in Bhopal Gpo, Bhopal",9425019770,,"Jain Nagar, LAL Ghati, Bhopal, Bhopal Gpo, Bhopal - 462001"
"New Saraswati Shishu Mandir Higher Secondary School in Bhopal Gpo, Bhopal",9893111256,,"Amrai Bagsewaniya, Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"Deepmala Pagarani Sanskar Public Higher Secondary School in Bhopal Gpo, Bhopal",9977731241,,"Near Nirmal Nursery Onetree Hills, Bairagarh Bhopal, Bhopal Gpo, Bhopal - 462001"
"Heavenly Garden Co-Ed School in Bhopal Gpo, Bhopal",9827611005,,"Khjuri Kla Bhopal, Bhopal Gpo, Bhopal - 462001"
"Nighat Convent School in Bhopal Gpo, Bhopal",9893208025,,"Gali No 9, Sudama Nagar, Chambal,, Govindpura, Bhopal, Bhopal Gpo, Bhopal - 462001"
"V.S.Public School in Bhopal Gpo, Bhopal",9977156898,,"L-821/822 G- Sector Ayodhya Nagar, Distt. Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"Bhaskar Public School in Bhopal Gpo, Bhopal",9754819662,,"Pratap Nagar Banganga, Post Vidhya Vihar Bhopal, Bhopal Gpo, Bhopal - 462001"
"Azad Convent School in Bhopal Gpo, Bhopal",9826088183,,"E-174, Subhash Colony, Ashoka Garden Bhopal, Bhopal Gpo, Bhopal - 462001"
"Blue Bells School in Bhopal Gpo, Bhopal",9329569701,,"M.I.G .-335, Housing Board Colony,, Aishbag, Bhopal, Bhopal Gpo, Bhopal - 462001"
"Stanford Public School in Bhopal Gpo, Bhopal",8823074139,,"206, Ward No. 65, Rajeev Colony,, Karond, Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"Bal Bhawan School in Bhopal Gpo, Bhopal",,755-2462013,"Shamla Kothi Annexe, Shamla Hills, Bhopal Gpo, Bhopal - 462001"
"Mungalia Chhap  Government High School in Bhopal Gpo, Bhopal",9893158697,,"25, Bade Ganesh, Bhopal Gpo, Bhopal - 462001, Mandir Road"
"Hamidia Girls No2   Government Higher Secondary School in Bhopal Gpo, Bhopal",7869020250,,"28, Bade Ganesh, Bhopal Gpo, Bhopal - 462001, Mandir Road"
"Chandbad   Government High School in Bhopal Gpo, Bhopal",9893002480,,"21, Bus Stand, Bhopal Gpo, Bhopal - 462001, Ke Paas"
"Arera Colony Naveen   Government High School in Bhopal Gpo, Bhopal",9981253260,,"25, Main Chouraha, Bhopal Gpo, Bhopal - 462001, Bhopal"
"Station Area   Government Boys Higher Secondary School in Bhopal Gpo, Bhopal",9826716925,,"12, Bus Stand, Bhopal Gpo, Bhopal - 462001, Ke Paas"
"Bhel Girls   Government Higher Secondary School in Bhopal Gpo, Bhopal",9827260108,,"12, Main Road, Bhopal Gpo, Bhopal - 462001, Bhopal"
"Mlb Bhel Barkheda   Government Higher Secondary School in Bhopal Gpo, Bhopal",9826025180,,"21, Main Chouraha, Bhopal Gpo, Bhopal - 462001, Bhopal"
"Government Divisinal Residential School Katara Hills in Bhopal Gpo, Bhopal",9893448669,,"28, Main Chouraha, Bhopal Gpo, Bhopal - 462001, Bhopal"
"Kilol High Secondary School in Shahajanabad, Bhopal",,755-2732818,"Militry Gate,, Shahajanabad, Bhopal - 462001, Regiment Gate,Sultaniya Infantry"
"Khalsa Higher Secondary School in Shahajanabad, Bhopal",,755-2535330,"Shahajanabad, Bhopal - 462001, Near Gurudwara Ram Nagar Colony"
"High Thinking School in Shahajanabad, Bhopal",9827295449,,"Opp State Bank, Near Shajahanabad Police Station, Shahajanabad, Bhopal - 462001, Shajahanabad Bhopal"
"The Little Graduates Pre-School in Near Nagar Nigam Office, Bhopal",9893366165,,"Dig Bunglow, H.No 172a Chouksey Nagar, Berasiya Road, Bhopal - 462001, Near Nagar Nigam Office"
"K D Memorial School in Chitragupt Nagar, Bhopal",2775301,,"90, Bhopal - 462001, Chitragupt Nagar"
"Kalchuri Convent High School in Kohe Fiza, Bhopal",,755-2558331,"580 Bangali Colony, Kohe Fiza, Bhopal - 462001, Panchsheel Nagar"
"Khwaja Gharib Nawaz School Of Excellence in Ginnori, Bhopal",,755-2744332,"B T I Campus, Bhopal - 462001, Ginnori"
"Gitanjali Public School in Bhopal Gpo, Bhopal",9993049389,,"B-32 A Dr. Ambedker Colony, Old Subhash Nagar Bhopal, Bhopal Gpo, Bhopal - 462001"
"My Planet A Pre School in Near, Bhopal",8839371312,,"Shriram Parisar, 40, New Sriram Parisar, Awadpuri, Bhopal - 462021, Near"
"T.M. Convent H.S. School in Sultania Road, Bhopal",9755107884,,"Near telephone exchange, Distt. Bhopal (M.P .), Sultania Road, Bhopal - 462001"
"Kotra Sultanabad Boys   Government Higher Secondary School in Bhopal Gpo, Bhopal",7552774740,,"28, Bade Ganesh, Bhopal Gpo, Bhopal - 462001, Mandir Road"
"Shri Gandhi Gyan Mandir High School in Marwari Road, Bhopal",,755-2540027,"Marwari Road, Bhopal - 462001"
"Annie Besant Higher Secondary School in Tt Nagar, Bhopal",,755-4286249,"Tt Nagar, Bhopal - 462003, Near Mata Mandir,Ambedkar Nagar"
"Nehru H.s School in Ashoka Garden, Bhopal",9754273445,,"592, 80 Feet Road, Ashoka Garden, Bhopal - 462023, Near Nehru School Chorha"
"Techno INDIA Group Public School Bhopal in Anand Nagar, Bhopal",,755-2982211,"122 Patel Nagar Exten, Hataikheda Road, Anand Nagar, Bhopal - 462022, Near TIT  College  Behind"
"New Royal Convent School in Imami Gate, Bhopal",9993665018,,"House No 39, Street No 02, Noor Mahal Road Bhopal, Imami Gate, Bhopal - 462001"
"SAN Thome Academy in Bhopal Gpo, Bhopal",,755-4409898,"Bhopal Road ,, Bhopal Gpo, Bhopal - 462001"
"The British Convent School in Bhopal Gpo, Bhopal",9300753200,,"34, Aish Bagh Road, Barkhedi, Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"Aabha Vidya Niketan H & S School in Bhopal Gpo, Bhopal",9630010201,,"Rajeev Nagar, Semra Kalan, Chandbar, Bhopal, Bhopal Gpo, Bhopal - 462001"
"Kalchuri Convent High School in Govindpura, Bhopal",9993376223,,"Lig 23 Old Subhash Nagar Post Office, Govindpura, Bhopal, Govindpura, Bhopal - 462023"
"Children Garden Middle School in Royal Market, Bhopal",9806269673,,"1206, Banganga, North T.T. Nagar,, CITY CIRCLE, Royal Market, Bhopal - 462001, NEAR NEW BHASHERA MAIDAN"
"Sarvoday Public School in Nehru Nagar, Bhopal",9993177882,,"79,Aradhna Nagar Kotra, Sultanabad Bhopal, Nehru Nagar, Bhopal - 462003"
"New Culture Public Higher Secondary School in Bhopal Gpo, Bhopal",9425012498,,"Prempura Van Vihar Road, Bhadbhada Road Bhopal, Bhopal Gpo, Bhopal - 462001"
"Om Arera Hills Public School in Bhopal Gpo, Bhopal",9039743494,,"Kolar Road Bhopal, Bhopal Gpo, Bhopal - 462001"
"Balaji Convent Co-Ed High School in Bhopal Gpo, Bhopal",9425677786,,"Kalyan Nagar,Bhanpur Bhopal, Bhopal Gpo, Bhopal - 462001"
"Option Convent School in Bhopal Gpo, Bhopal",9039959128,,"H.No. 30, Kabeetpura, Shahjahanabad, Bhopal, Bhopal Gpo, Bhopal - 462001"
"Shanti Niketan High School in Bhopal Gpo, Bhopal",9407267641,,"178, Chiklod Road,, Jehangirabad, Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"New Rose School in Bhopal Gpo, Bhopal",9039985297,,"Near Durga Mandir, Phase II,, Shiv Nagar, Nishatprua Bhopal M.P., Bhopal Gpo, Bhopal - 462001"
"New Nehru Convent School in Berasia Road, Bhopal",7440322187,,"D114, Phirdous Ngar, Berasia Road, Bhopal - 462001"
"Christ Convent School in Mangalwara Road, Bhopal",9301721555,,"Mangalwara Road, Bhopal - 462001, Near Jain Mandir,Hammalpura"
"Red Rose Convent Boarding Academy in Sehore Road, Bhopal",9425079776,,"Bhopal - 462030, Sehore Road"
"Noble Academy Higher Secondary School in Itwara, Bhopal",,755-4220217,"Itwara, Bhopal - 462001, Opp Central Library Ground,Near Bharat Talkies"
